iter	Logloss
309	0.1823166109
310	0.1821952056
311	0.1821288594
312	0.1820873263
313	0.1819292025
314	0.1817810358
315	0.1816812589
316	0.1815812103
317	0.1814139069
318	0.1813545578
319	0.1812194955
320	0.1810264892
321	0.180927396
322	0.1808283123
323	0.1806547798
324	0.1805719477
325	0.1804558161
326	0.1803395439
327	0.1800873946
328	0.1800262095
329	0.179889789
330	0.1798030977
331	0.1797263448
332	0.1795534212
333	0.1794861851
334	0.1794575597
335	0.1792813108
336	0.1789829917
337	0.1787179627
338	0.1786611521
339	0.1786092029
340	0.1784670685
341	0.1783405021
342	0.1782128209
343	0.1781622299
344	0.1780473347
345	0.1779042262
346	0.17779482
347	0.1777548137
348	0.1776437871
349	0.1775653293
350	0.1774565227
351	0.1773129271
352	0.1772483231
353	0.1770842138
354	0.1770083601
355	0.1769194676
356	0.1768855779
357	0.1768250018
358	0.176603576
359	0.1758739268
360	0.1757577108
361	0.1755391233
362	0.1754953983
363	0.1752091719
364	0.1749821072
365	0.1749071621
366	0.1748195903
367	0.1747230731
368	0.1746264248
369	0.174552332
370	0.1743413317
371	0.1742118147
372	0.1741831892
373	0.1740831688
374	0.1739821367
375	0.1736620487
376	0.1735981004
377	0.1735358944
378	0.1734250082
379	0.1734045508
380	0.1733467378
381	0.1733103003
382	0.1732828832
383	0.173222026
384	0.1731420602
385	0.1730848936
386	0.1729580555
387	0.1728922901
388	0.1728263466
389	0.1727835958
390	0.1727595695
391	0.1726769622
392	0.1725342846
393	0.1724841526
394	0.1724307047
395	0.1723570241
396	0.172227966
397	0.172119431
398	0.1719884152
399	0.171956961
400	0.1718797116
401	0.1716848412
402	0.17161339
403	0.1715338176
404	0.1714178639
405	0.1711034991
406	0.1708804904
407	0.1706542032
408	0.1705826396
409	0.1704851014
410	0.1704335268
411	0.1700607965
412	0.1696094305
413	0.1694378557
414	0.1692834881
415	0.16898323
416	0.1689104768
417	0.1688475307
418	0.168753758
419	0.1686961137
420	0.1685378213
421	0.1683397381
422	0.1682416004
423	0.1681674796
424	0.1680742782
425	0.167743821
426	0.1677019788
427	0.1675896688
428	0.1675070897
429	0.1673957164
430	0.1673541177
431	0.167316959
432	0.1672655531
433	0.1670807522
434	0.1670011236
435	0.1669388052
436	0.1667896175
437	0.1667304838
438	0.1666765769
439	0.1666186235
440	0.1663479463
441	0.1662897868
442	0.1661876212
443	0.1661165915
444	0.1660244862
445	0.1659617275
446	0.1658814338
447	0.1658536139
448	0.1656294156
449	0.1655174616
450	0.1654522394
451	0.1653119035
452	0.1652064502
453	0.1650753408
454	0.1649777463
455	0.1649151375
456	0.1648644435
457	0.1647726191
458	0.164739816
459	0.1646101116
460	0.1645165263
461	0.1644440634
462	0.1643511337
463	0.1643038493
464	0.1642471323
465	0.1640801755
466	0.163978291
467	0.1639041702
468	0.1638604171
469	0.1637540645
470	0.1637026399
471	0.163648377
472	0.1636080616
473	0.1635160218
474	0.1634437369
475	0.1633746743
476	0.163294671
477	0.1632349847
478	0.1631472818
479	0.1630879514
480	0.1630294734
481	0.1629311765
482	0.1628768574
483	0.1628050128
484	0.1627139659
485	0.1626225162
486	0.1625546244
487	0.1624808502
488	0.1623904402
489	0.1623349784
490	0.1623068307
491	0.1622213384
492	0.1621398832
493	0.1620847024
494	0.1620253908
495	0.1619532745
496	0.161822802
497	0.1617408223
498	0.1616720313
499	0.1612761646
500	0.1611626182
501	0.161081978
502	0.1610133181
503	0.1608165837
504	0.1607565508
505	0.1606903357
506	0.1606398571
507	0.1605609779
508	0.1605045232
509	0.1604296999
510	0.1603433739
511	0.1601349776
512	0.1599519284
513	0.1598968131
514	0.1598622303
515	0.1598067216
516	0.1597691882
517	0.1597262219
518	0.1596643625
519	0.1595932531
520	0.1595358805
521	0.1594573384
522	0.159387859
523	0.1593037342
524	0.159263934
525	0.159140749
526	0.1590899239
527	0.1590326355
528	0.1589664344
529	0.1588688072
530	0.1588232931
531	0.1587609232
532	0.1587044217
533	0.1586210791
534	0.1585437313
535	0.1584817361
536	0.1583331057
537	0.158273855
538	0.1579976231
539	0.1579176761
540	0.1578359399
541	0.1576296278
542	0.157542426
543	0.1574310902
544	0.1573640977
545	0.156919326
546	0.1568187763
547	0.1567545376
548	0.1567009258
549	0.1566449769
550	0.156597093
551	0.1565480147
552	0.1564954848
553	0.156410873
554	0.1563728852
555	0.1561208108
556	0.15606822
557	0.1560317122
558	0.1560017894
559	0.1559289144
560	0.155853796
561	0.1557923159
562	0.1557157925
563	0.1556259539
564	0.1555677382
565	0.1555428643
566	0.1555111009
567	0.155433355
568	0.1553276863
569	0.155143794
570	0.1550803187
571	0.1548699039
572	0.1548222494
573	0.1546109916
574	0.1545578527
575	0.154513355
576	0.1544485871
577	0.1543695392
578	0.1540380001
579	0.1539774708
580	0.1538164011
581	0.1537463315
582	0.1536872166
583	0.1536449482
584	0.1535732487
585	0.1534150406
586	0.1532233176
587	0.15313524
588	0.1527475974
589	0.1527049215
590	0.1526479422
591	0.1525114609
592	0.1524618862
593	0.152135335
594	0.152066928
595	0.1520097895
596	0.1517661922
597	0.1516880904
598	0.151624573
599	0.1515720618
600	0.1512943219
601	0.1512317646
602	0.1511670342
603	0.1511474291
604	0.151090951
605	0.1510585413
606	0.1509998994
607	0.1509337124
608	0.1505226102
609	0.1504828241
610	0.1503815156
611	0.150223345
612	0.1500576855
613	0.1500059846
614	0.149675237
615	0.1496094246
616	0.1495323064
617	0.1494838839
618	0.149321648
619	0.1492278987
620	0.1488405746
621	0.1487663695
622	0.148724457
623	0.14866922
624	0.1484551333
625	0.1483971752
626	0.1483353158
627	0.1482752126
628	0.1482144444
629	0.148068774
630	0.1480220891
631	0.1479654658
632	0.1478979721
633	0.1478616376
634	0.1478152149
635	0.1477648113
636	0.1477273715
637	0.1476909668
638	0.1476296085
639	0.1475899675
640	0.1475340045
641	0.1474896613
642	0.1474428124
643	0.1473868635
644	0.1473531471
645	0.1473093144
646	0.1472377742
647	0.1471953606
648	0.1471566469
649	0.1469761033
650	0.1469048347
651	0.1468689218
652	0.1468281614
653	0.1467583869
654	0.1467077678
655	0.1466677615
656	0.1466104778
657	0.1465192576
658	0.1464659595
659	0.1464187172
660	0.1463946441
661	0.1463312485
662	0.1462864557
663	0.1462083961
664	0.1461328421
665	0.1460963203
666	0.1460506563
667	0.1460055638
668	0.1459514461
669	0.1459134022
670	0.1456954844
671	0.1455908413
672	0.145415679
673	0.1453519274
674	0.1453183515
675	0.1452555788
676	0.1451388196
677	0.1451033843
678	0.1450301581
679	0.1449776234
680	0.1449587115
681	0.1449101953
682	0.1447385457
683	0.1445710924
684	0.1444359224
685	0.1443394052
686	0.1442908843
687	0.1442117568
688	0.1441690762
689	0.1441089356
690	0.1440466172
691	0.1439752784
692	0.143929783
693	0.1438853976
694	0.1438244468
695	0.143757768
696	0.1437235224
697	0.1436533263
698	0.1436240452
699	0.1435502476
700	0.1434675513
701	0.1434147965
702	0.1433703456
703	0.1433049688
704	0.1432824038
705	0.1432188677
706	0.1431835589
707	0.1431110726
708	0.1430259503
709	0.1429946647
710	0.1429161414
711	0.1428766175
712	0.1428350469
713	0.1427160957
714	0.1426675561
715	0.1426065959
716	0.1425423479
717	0.1424366744
718	0.1424057775
719	0.1423318534
720	0.1422558873
721	0.1420754889
722	0.142043866
723	0.1419802643
724	0.1419133654
725	0.1418747641
726	0.1418268381
727	0.1417440622
728	0.1416995644
729	0.1416333634
730	0.1414333973
731	0.1414042614
732	0.1413697582
733	0.1413287917
734	0.1411938278
735	0.1411247558
736	0.1410738042
737	0.1409919837
738	0.1409068942
739	0.1408285161
740	0.1407876199
741	0.1407345701
742	0.1407087032
743	0.1405886562
744	0.140529752
745	0.140434977
746	0.1403962399
747	0.1403604253
748	0.1402876721
749	0.1402476143
750	0.1401894735
751	0.1401286397
752	0.1398627818
753	0.1397933257
754	0.1397636418
755	0.1397168772
756	0.1396582681
757	0.1395843019
758	0.1395438413
759	0.1394995261
760	0.1394356247
761	0.1393972623
762	0.1393507366
763	0.1392966002
764	0.1392437096
765	0.1391950388
766	0.1391529718
767	0.1390702053
768	0.1390431628
769	0.1389692059
770	0.1389321502
771	0.1388774799
772	0.1388171473
773	0.1387465438
774	0.1387227002
775	0.1386984772
776	0.1386662642
777	0.1386190734
778	0.1385662062
779	0.1385008061
780	0.1384448338
781	0.1384053942
782	0.1383484336
783	0.1383121273
784	0.1382633769
785	0.1382326532
786	0.1381776598
787	0.1381335741
788	0.1380747964
789	0.1380383074
790	0.1379784853
791	0.1379272714
792	0.1378819399
793	0.1378499096
794	0.1377953845
795	0.1377395433
796	0.1376531658
797	0.1375867025
798	0.1374789965
799	0.1374185889
800	0.1373573617
801	0.1373057169
802	0.1372265567
803	0.1371600653
804	0.1371062661
805	0.1370683955
806	0.1370225676
807	0.1369839757
808	0.1369497066
809	0.1369214886
810	0.136865802
811	0.1367558994
812	0.1367057627
813	0.1365217393
814	0.1364686051
815	0.1364154757
816	0.1361979888
817	0.1361491447
818	0.1360872759
819	0.1360270838
820	0.1359313862
821	0.1358883262
822	0.1356673735
823	0.1356406355
824	0.135575418
825	0.1355228459
826	0.1354757629
827	0.1353580576
828	0.1353222523
829	0.1349641579
830	0.1349230416
831	0.1348264962
832	0.1347342972
833	0.1346205822
834	0.1345558284
835	0.1344497147
836	0.1343807878
837	0.1343408986
838	0.1343039038
839	0.1342784491
840	0.1342192779
841	0.1341197679
842	0.1340627184
843	0.1338718759
844	0.1338399579
845	0.1337689938
846	0.1337396845
847	0.1336798156
848	0.1336298662
849	0.1335700628
850	0.1335088497
851	0.1332382146
852	0.1331133295
853	0.1330629118
854	0.1329445087
855	0.1328354819
856	0.1327802214
857	0.1327325764
858	0.1326856057
859	0.1326556595
860	0.1326278677
861	0.1325613482
862	0.1325166256
863	0.1323471023
864	0.1322992417
865	0.1322506131
866	0.1322215006
867	0.1321912781
868	0.132147539
869	0.1321076217
870	0.1320849396
871	0.1320363812
872	0.1318613548
873	0.1318076399
874	0.1317726824
875	0.1317057179
876	0.1316297706
877	0.1315340355
878	0.1315092552
879	0.1314750657
880	0.1313998209
881	0.1313658047
882	0.1313236721
883	0.131279076
884	0.131200356
885	0.1310865146
886	0.1310639777
887	0.1307983305
888	0.1307449997
889	0.1307009328
890	0.1306494004
891	0.1305954139
892	0.1305141835
893	0.1304689364
894	0.1303991291
895	0.1303716932
896	0.1303255094
897	0.1302674998
898	0.1302085862
899	0.1301548807
900	0.1301036013
901	0.1300824319
902	0.1300494977
903	0.1299792688
904	0.1299536315
905	0.1297566441
906	0.12969737
907	0.1296235114
908	0.1295907317
909	0.1295445058
910	0.1294960317
911	0.1294708299
912	0.1294163329
913	0.1293648754
914	0.1293266207
915	0.1292754349
916	0.1292256355
917	0.1291765432
918	0.1291261536
919	0.1290818759
920	0.1289210311
921	0.1288766035
922	0.128823713
923	0.12878854
924	0.1287832008
925	0.1287391012
926	0.1287046214
927	0.1286927159
928	0.1286745909
929	0.1286411555
930	0.128582537
931	0.1285417298
932	0.1285255484
933	0.1284705268
934	0.1284062788
935	0.128223192
936	0.1281966461
937	0.1281550848
938	0.1280138497
939	0.1279848964
940	0.1279377103
941	0.1278093501
942	0.1276470861
943	0.127602312
944	0.1275678416
945	0.1274958939
946	0.1273618011
947	0.1273018946
948	0.1272292913
949	0.1272099063
950	0.1271762508
951	0.1271279267
952	0.1270612198
953	0.1269840126
954	0.1269537807
955	0.1269005014
956	0.1268620921
957	0.1267680853
958	0.1267189415
959	0.1266640136
960	0.1265930026
961	0.1265689857
962	0.1265421259
963	0.126344511
964	0.126297901
965	0.1262426687
966	0.1261897359
967	0.1261383488
968	0.1260741616
969	0.1259943316
970	0.1259461573
971	0.125906507
972	0.1258601779
973	0.1258207243
974	0.1257271014
975	0.1256732039
976	0.1256138548
977	0.1255774079
978	0.1255147336
979	0.1254525603
980	0.1254239302
981	0.125379409
982	0.125344873
983	0.1251676547
984	0.1250606511
985	0.1249371758
986	0.1248753257
987	0.1248134522
988	0.1247500987
989	0.1247224099
990	0.1246681611
991	0.124523952
992	0.1244753421
993	0.1243161271
994	0.1242445167
995	0.1242298573
996	0.1241803061
997	0.1241376958
998	0.1240876434
999	0.1240387619
